,movie_link,title,description,genres,date_released
4310,m/career_opportunities,Career Opportunities,"When night-shift custodian Jim (Frank Whaley) is accidentally locked up alone in the store he cleans, he realizes he has access to the entire building and decides to indulge in the abundance of free food and merchandise at his fingertips. Surprisingly, he bumps into local rich girl Josie (Jennifer Connelly), who is also imprisoned in the store for the night, and they quickly bond. But, just as romantic sparks fly, Josie and Jim are interrupted by two small-time robbers.",Comedy,1991-03-29
1709,m/1201402-17_again,17 Again,"Mike O'Donnell (Matthew Perry) was a high-school basketball star with a bright future, but he threw it all away to marry his girlfriend and raise their child. Almost 20 years later, Mike's marriage has failed, his kids think he's a loser, and his job is going nowhere. He gets a chance to correct the mistakes of his past and change his life when he is miraculously transformed into a teenager (Zac Efron), but in trying to fix his past, Mike may be jeopardizing his present and future.","Comedy, Drama, Science Fiction & Fantasy",2009-04-17
5334,m/deceiver,Deceiver,"The gruesome death of a prostitute brings suspicion on one of her clients, James Wayland (Tim Roth), a brilliant, self-destructive and epileptic heir to a textile fortune. So detectives Braxton (Chris Penn) and Kennesaw (Michael Rooker) take Wayland in for questioning, thinking they can break the man. But despite his troubles, Wayland is a master of manipulation, and during the interrogation, he begins to turn the tables on the investigators, forcing them to reveal their own sinister sides.","Drama, Mystery & Suspense",1998-01-30
16310,m/to_rome_with_love,To Rome with Love,"Four tales unfold in the Eternal City: While vacationing in Rome, architect John (Alec Baldwin) encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry (Woody Allen) discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple (Alessandro Tiberi, Alessandra Mastronardi) have separate romantic interludes; a spotlight shines on an ordinary man (Roberto Benigni).",Comedy,2012-06-22
590,m/1013227-manchurian_candidate,The Manchurian Candidate,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw (Laurence Harvey) is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco (Frank Sinatra), finds himself plagued by strange nightmares and, together with fellow soldier Allen Melvin (James Edwards), races to uncover a terrible plot.","Classics, Drama, Mystery & Suspense",1962-10-24
5154,m/dark_blue_world,Dark Blue World,"Jan Sverak (""Kolya"") directs this uplifting film about a hallowed Czech fighter pilot (Ondrej Vetchý) who must train a much less experienced colleague (Krystof Hádek). When the country is invaded by the Nazis in 1939, the pilots are forced to work fast. Eventually they escape to England, where they band together with other pilots and join the RAF, a decision which will haunt the men years later.",Drama,2001-12-28
3418,m/beneath_the_darkness,Beneath The Darkness,Teenagers discover a terrible secret when they break into the home of a mortician (Dennis Quaid) whose wife died two years earlier.,Mystery & Suspense,2012-01-06
17244,m/where_eagles_dare,Where Eagles Dare,"A crack team of Allied soldiers stages a daring rescue during World War II. A U.S. general is being held captive in an imposing castle fort, high in the Bavarian Alps. The audacious plan calls for Lt. Schaffer (Clint Eastwood), Maj. Smith (Richard Burton) and other operatives to parachute down wearing Nazi disguises. They'll penetrate the mountain outpost while undercover operatives assist them from within. But their mission changes when they discover that there's a traitor in their midst.","Action & Adventure, Art House & International, Classics, Drama",1969-03-12
4712,m/clowntown_2016,ClownTown,Some friends get stranded in a seemingly deserted town and find themselves stalked by a gang of violent psychopaths dressed as clowns.,Horror,2016-09-30
291,m/10012288-wild_hunt,The Wild Hunt,A medieval re-enactment turns to tragedy when a guy intervenes to win back his girlfriend.,"Drama, Mystery & Suspense, Science Fiction & Fantasy",2010-09-17
12618,m/robin_hood_prince_of_thieves,Robin Hood: Prince of Thieves,"Nobleman crusader Robin of Locksley (Kevin Costner) breaks out of a Jerusalem prison with the help of Moorish fellow prisoner Azeem (Morgan Freeman) and travels back home to England. But upon arrival he discovers his dead father in the ruins of his family estate, killed by the vicious sheriff of Nottingham (Alan Rickman). Robin and Azeem join forces with outlaws Little John (Nick Brimble) and Will Scarlett (Christian Slater) to save the kingdom from the sheriff's villainy.","Action & Adventure, Drama, Romance",1991-06-14
16140,m/things_change,Things Change,"The Chicago Mafia makes shoeshine man Gino (Don Ameche) an offer: do the time for a murder he didn't commit, and they'll buy him a fishing boat in Sicily. Gino accepts and is placed in the custody of Jerry (Joe Mantegna), a low-level mobster, until the trial. Jerry quickly gets bored with the babysitting detail and decides to treat Gino to a weekend at Lake Tahoe. There, Jerry is recognized, and Gino is mistaken for a big-time crime boss. Both play along until they run afoul of the local mob.","Comedy, Drama",1988-10-21
17271,m/whirlpool,Whirlpool,"Plagued by an overwhelming urge to shoplift, Ann Sutton (Gene Tierney) is helped out of a tight spot by David Korvo (Jose Ferrer). Unfortunately for Ann, Korvo is a conniving hypnotist who draws her into a web of deception and murder through his mind-altering abilities and frames her for his misdeeds. While Ann's psychiatrist husband, Bill (Richard Conte), believes that his wife didn't commit the crimes, Korvo's devious scheme makes proving her innocence quite difficult.","Art House & International, Classics, Drama, Mystery & Suspense",1949-01-01
3591,m/billy_bathgate,Billy Bathgate,"In 1935, Bronx teenager Billy Behan (Loren Dean) attracts the attention of powerful mobster Dutch Schultz (Dustin Hoffman) and quickly becomes a part of his organization, growing close to Dutch's associate, Bo Weinberg (Bruce Willis). Knowing his yet-undiscovered betrayal of the gang has placed his life in jeopardy, Bo makes Billy promise to look after his girlfriend, Drew Preston (Nicole Kidman). Attracted to the beautiful woman, Billy tries to protect Drew from the murderous Dutch.",Drama,1991-11-01
334,m/1002993-boys_from_brazil,The Boys from Brazil,"Dr. Josef Mengele (Gregory Peck) clones Hitler 95 times, and hopes to raise the resulting boys in Brazil, giving them childhoods identical to Hitler's. His ultimate plan is to create a band of Nazi leaders that can continue where Hitler left off, forming the Fourth Reich. Ezra Lieberman (Laurence Olivier), a Nazi hunter, learns of the plan and is determined to thwart it. When the two meet face-to-face in the home of one of the Hitler clones, it is up to the boy to choose who he will assist.","Action & Adventure, Drama, Mystery & Suspense",1978-10-05
6582,m/follow_me_the_yoni_netanyahu_story,Follow Me: The Yoni Netanyahu Story,"A biography of Lt. Col. Yonatan Netanyahu spotlights his commanding the Israeli mission to free hostages held at an airport terminal in Entebbe, Uganda.",Documentary,2012-05-04
151,m/10009212-ben_x,Ben X,An autistic teenager (Greg Timmermans) dives deeper into the world of online gaming after cruel classmates humiliate him.,"Art House & International, Drama, Mystery & Suspense",2007-09-26
12564,m/rise-of-the-footsoldier,Rise of the Footsoldier,Football hooligan Carlton Leach becomes one of Great Britain's most-feared criminals.,Action & Adventure,2007-09-07
15135,m/the_hippopotamus,The Hippopotamus,Poet Ted Wallace is summoned to his friend's country manor to investigate a series of unexplained miracles.,Comedy,2017-06-15
15023,m/the_gift_2015,The Gift,"When married couple Simon (Jason Bateman) and Robyn (Rebecca Hall) unexpectedly encounter Gordo (Joel Edgerton), an acquaintance from Simon's past, little do they know that their perfect lives will be thrown into a terrifying tailspin. At first, Simon doesn't recognize Gordo, but after a troubling series of uninvited encounters and mysterious gifts, a horrifying secret emerges. As Robyn learns what really happened between Simon and Gordo, she begins to question how well she knows her spouse.",Mystery & Suspense,2015-08-07
1792,m/1212891-furry_vengeance,Furry Vengeance,"When Dan Sanders (Brendan Fraser) takes a job overseeing the construction of a supposedly ""green"" housing development in the Oregon woods, he thinks his greatest challenge will be helping his urban-oriented family (Brooke Shields, Matt Prokop) adjust to country life while simultaneously trying to keep his demanding boss happy. But, when the local animals learn that Dan is in charge of their habitat's destruction, the fur flies in an all-out battle between man and nature.","Comedy, Kids & Family",2010-04-30
16373,m/topp-twins-untouchable-girls,The Topp Twins: Untouchable Girls,A profile of lesbian twin sisters who sing country.,"Documentary, Musical & Performing Arts, Special Interest",2011-05-13
7545,m/hate_crime,Hate Crime,A man (Seth Peterson) launches his own investigation into the beating death of his male lover.,"Drama, Mystery & Suspense, Gay & Lesbian",2005-01-14
