,movie_link,critic_name,review_type,review_date,content
178,m/10008849-married_life,Jeanne Aufmuth,Fresh,2008-03-12,"Director Ira Sachs plays it wistful not wayward, sticking to essential melodrama and tidy infidelities while dropping narrative cherry bombs for calculated effect."
179,m/10008849-married_life,Kent Turner,Fresh,2008-03-06,"[Pierce] Brosnan, by the way, should be happy to have left the bonds of being Bond if he continues picking roles this wisely."
180,m/10008849-married_life,Moira MacDonald,Fresh,2008-03-21,"[Director] Sachs has assembled a stellar ensemble cast, and much of the pleasure of Married Life is watching the subtle detail the actors bring to their roles."
181,m/10008849-married_life,Roger Ebert,Fresh,2008-03-14,"You may not like it if you insist on counting the deck after the game and coming up with 52. But if you get 51 and are amused by how the missing card was made to vanish, this may be a movie to your liking."
182,m/10008849-married_life,Roger Moore,Rotten,2008-04-04,"It's as dry as the martinis these well-dressed stiffs keep ordering at that perfectly preserved oak, leather and velvet bar before hopping into their vintage convertibles."
183,m/10008849-married_life,Nathaniel Rogers,Rotten,2008-09-10,Even movies that dare to paint dark portraits of the sacred institution can't resist glorifying it in the end.
184,m/10009212-ben_x,Robin Clifford,Fresh,2009-03-12,"Greg Timmermans gives an exemplary performance as the title character, making his withdrawn loneliness a palpable thing."
185,m/10009212-ben_x,Dan Jolin,Fresh,2008-08-29,Nic Balthazar's morality tale is a shrewd exercise in expectation-subversion.
186,m/10009212-ben_x,Susan Walker,Fresh,2008-04-18,"What leads off like a docudrama of the social ills accompanying a misunderstood condition merges into fantasy until, in very clever ways, director Nic Balthazar turns the medium into the message."
187,m/10009212-ben_x,Denis Seguin,Fresh,2008-10-18,Ben X boldly melds virtual reality with live-action vrit style and docudrama to create what may be a new film grammar.
188,m/10009212-ben_x,Chad Greene,Fresh,2008-10-24,Undeniably a high-level achievement.
189,m/10009212-ben_x,Kamal Al-Solaylee,Fresh,2008-04-18,"It's not the overarching naturalism of the performance that stands out but the conceptual breakdown of the portrayal into smaller, loosely connected segments."
190,m/10009212-ben_x,Richard James Havis,Rotten,2007-12-05,[Director Nic] Balthazar's determination to draw a positive message from a negative situation doesn't quite fit.
191,m/10009212-ben_x,Jeannette Catsoulis,Rotten,2008-10-24,"There's not a moment of warmth or ease in Ben X, Nic Balthazar's punishingly cacophonous debut."
192,m/10009212-ben_x,Ed Gonzalez,Rotten,2008-10-19,"Balthazar's aesthetic is ugly, aloof, maddeningly literal and unimaginative."
193,m/10009212-ben_x,Anthony Quinn,Rotten,2008-08-29,"This ""issue"" movie from Belgian director Nic Balthazar throws a dramatic feint so improbable one can almost see a cartoon question mark floating above the audience's heads."
194,m/10009212-ben_x,Brian Tallerico,Fresh,2009-03-26,There is a lot to like about this daring drama but the final act pushes the suspension of disbelief to the extreme.
195,m/10009212-ben_x,Boyd van Hoeij,Fresh,2008-01-18,It would be hard to guess from the final result that Balthazar has never made a film before; Ben X takes full advantage of all that the medium has to offer.
196,m/10009212-ben_x,Anton Bitel,Fresh,2008-07-03,Ben X's brand of reality [is] as vital as it is virtual.
197,m/10009212-ben_x,Laura Clifford,Fresh,2009-03-02,"Writer/director Nic Balthazar, adapting his own novel, would fool most as a first time filmmaker, as ""Ben X"" compellingly pulls one into Ben's world..."
198,m/10009212-ben_x,Deborah Ross,Rotten,2018-08-23,"The journey is pretty bleak, rarely varies in tone and as for Ben, just as he struggles to relate to the world, how are we meant to relate to him?"
199,m/10009212-ben_x,Stan Hall,Fresh,2008-11-21,"The Flemish dialogue is not the only distinction of Belgian Nic Balthazar's confident, fearless directorial debut."
200,m/10009212-ben_x,Pablo Villaça,Fresh,2008-01-16,"Enriquecido ainda por uma direo de arte que ilustra a tristeza do universo de Ben, este  um projeto artisticamente ambicioso que revela sua sensibilidade particularmente atravs de seus belos dilogos."
201,m/10009212-ben_x,Matt Glasby,Fresh,2008-08-29,"An acute sense of foreboding animates this ambitious Dutch drama; clearly, something's about to go very badly wrong."
202,m/10009212-ben_x,Tim Robey,Rotten,2008-08-29,It's a promising idea that hits the skids.
203,m/10009212-ben_x,Brian Miller,Fresh,2008-11-26,The best movie I've seen about teen angst since Donnie Darko comes from Belgium?
204,m/10009225-body_of_lies,Kevin Carr,Rotten,2008-10-10,"A stumbling block for myself as a big, fat American who doesn't understand all the nuances of Middle Eastern politics is that the movie was often hard to follow."
205,m/10009225-body_of_lies,Tony Macklin,Rotten,2009-02-01,"When Russell Crowe gives a lackluster performance, you know how meager a year it's been at the movies. In Body of Lies, Crowe is bogged down in a thankless role in a thankless movie."
206,m/10009225-body_of_lies,Jeffrey Chen,Rotten,2009-03-31,"A certain rawness and despairing urgency is never quite achieved for the message the film wants to deliver, and so it remains a well-intentioned, well-produced, yet generally unmemorable entertainment."
207,m/10009225-body_of_lies,Cynthia Fuchs,Rotten,2008-10-27,"Body of Lies grants Ferris the usual moral rightness -- even as he's committing questionable acts, he means well."
208,m/10009225-body_of_lies,Laura Hiros,Fresh,2018-03-16,"A revealing, original and extremely dramatic film... [Full review in Spanish]"
209,m/10009225-body_of_lies,Peter Howell,Rotten,2008-10-10,"Body of Lies is more than anything a missed opportunity -- or perhaps, given its cellular phoniness, a series of missed connections."
210,m/10009225-body_of_lies,Sean P. Means,Fresh,2008-10-24,Ridley Scott delivers an involving if sometimes meandering spy thriller and gets in some choice digs about the paralyzed state of American intelligence in the post-9/11 age.
211,m/10009225-body_of_lies,David Denby,Fresh,2008-10-06,"Smart and tightly drawn; it has a throat-gripping urgency and some serious insights, and Scott has a greater command of space and a more explicit way with violence than most thriller directors."
212,m/10009225-body_of_lies,Peter Sobczynski,Rotten,2008-10-09,"The film lacks the urgency and, ironically, the intelligence required for something along these lines to succeed."
213,m/10009225-body_of_lies,Kimberly Gadette,Rotten,2008-10-10,"Crowe's a delight as a crafty Deputy Dawg from Arkansas; Mark Strong's Hani has an IQ to match his GQ. Surprisingly, the only undernourished part belongs to DiCaprio."
214,m/10009225-body_of_lies,Tom Charity,Rotten,2008-10-18,"Yes, there are a couple of chase scenes, but Scott rarely shifts into high gear."
215,m/10009225-body_of_lies,Ann Hornaday,Fresh,2008-10-09,"Body of Lies clicks along at an engaging pace, legibly limning its multitude of characters and even throwing in a good bit of wry humor."
216,m/10009225-body_of_lies,Rex Reed,Rotten,2008-10-08,"Body of Lies is yet another in a long, tiresome line of loud, violent, nauseating and incoherent riffs on how mercenary and inhuman the spooks in the C.I.A. are, even to each other."
217,m/10009225-body_of_lies,Brian Orndorf,Rotten,2008-10-09,"Lies is a turgid Middle Eastern thriller, firing blanks as an action submission and presenting a wet match to light the fire of political discourse."
218,m/10009225-body_of_lies,Dennis Schwartz,Rotten,2008-10-16,"There always seems to be a gunfight, torture, or fireball explosion to keep you mindlessly entertained."
219,m/10009225-body_of_lies,Matthew Turner,Rotten,2008-11-20,"Over-directed, frequently dull and ultimately disappointing thriller that wastes the talents of its two leads and strands them with a tedious script that somehow manages to be both confusing and overly simplistic."
220,m/10009225-body_of_lies,Andrew L. Urban,Fresh,2008-10-04,"Convincing and gripping, Body of Lies is at the epicentre of Ridley Scott's comfort zone as an action adventure with political overtones as well as some intimate human insights"
221,m/10009225-body_of_lies,Frederic and Mary Ann Brussat,Fresh,2008-10-09,A thriller that reveals the latest twists and turns in the war on terrorism.
222,m/10009225-body_of_lies,Nick Rogers,Rotten,2008-10-15,"Just because Leonardo DiCaprio gets worked like a speed bag doesn't mean Ridley Scott isn't pulling the punches he usually packs. It's emotionless chaos that's more like ""Collateral Damage,"" less a film weighing what collateral damage really means."
223,m/10009225-body_of_lies,Joe Lozito,Fresh,2008-10-09,"A tight, first-rate espionage thriller that casts a bleak light on American involvement in the Middle East."
224,m/10009583-fade_to_black,Tim Robey,Rotten,2008-03-07,"All credit to writer-director Oliver Parker for trying to broaden his CV, but Danny Huston is a terrible bore as Welles, Paz Vega continues to be incomprehensible in English, and the murky mystery plot limps along unrewardingly."
225,m/10009583-fade_to_black,Xan Brooks,Rotten,2008-03-07,"On paper this must have looked a neat idea: a wildly fictionalised account of a skid-row Orson Welles, up to his neck in political skulduggery while shooting a third-rate picture in post-war Italy."
226,m/10009583-fade_to_black,Neil Smith,Rotten,2008-03-07,"A retro pastiche that, like The Good German before it, will be of limited interest to all but the most ardent film buff."
227,m/10009583-fade_to_black,Mark Samuels,Rotten,2008-03-07,"Like Black Magic itself, alas, this is destined to be a forgotten curio of limited appeal."
228,m/10009583-fade_to_black,Trevor Johnston,Fresh,2008-03-07,"For all its flaws, it's a movie-lover's movie, and clear evidence that Parker should push himself a bit more often."
229,m/10009583-fade_to_black,Rob Daniel,Fresh,2008-03-07,"Fade to Black is as sleek and attractive as the chrome polished vintage cars Huston travels in, but never truly gets in gear."
230,m/10009583-fade_to_black,Anna Hart,Rotten,2008-03-07,A terrific idea is unfortunately wasted. The great cast is wasted too.
231,m/10009680-matador,Jay Antani,Fresh,2008-03-17,fabulous
232,m/10009680-matador,Robert Koehler,Fresh,2008-09-02,"PETA activists will be apoplectic, but the pic is geared to more culturally open-minded viewers unacquainted with the subtleties of the corrida, revealing that it's a primitive though complex sport, and that Fandila is an athlete with a dancer's skills."
233,m/10009680-matador,Cole Smithey,Fresh,2008-10-18,". For all of its inherent gore and breathtaking surprises, ""The Matador"" is an essential window on the personality of an athlete working in an incredibly dangerous sport."
234,m/10009680-matador,Ed Gonzalez,Rotten,2008-10-26,"Issues of class don't matter to the filmmakers, who pride above all else Fandila's justifications for what he does, romanticizing the possibility of his dying while giving the bulls he dances with the shaft."
235,m/10009680-matador,Drew Toal,Rotten,2008-10-29,"The Matador suffers from a very predictable, almost staged quality when capturing Fandila's unsequined life outside the ring."
236,m/10009680-matador,Elena Oumano,Fresh,2008-10-29,"The Matador reserves judgment while raising the core issue concerning this traditional ritual: deep, poetic cultural expression or glorified animal cruelty?"
237,m/10009680-matador,Edward Douglas,Fresh,2008-10-30,One of the more comprehensive looks at bullfighting we've seen in this country.
238,m/10009680-matador,Harvey S. Karten,Fresh,2008-10-30,"Stunningly photographed in high-definition, The Matador evokes the art of a well-choreographed dance in its portrait of a brutal pseudo-sport."
239,m/10009680-matador,V.A. Musetto,Rotten,2008-10-31,Mostly The Matador romanticizes a brutal tradition that has no place in the 21st century.
